"IncidentNumber","Year","Ward","Borough","PumpCount","PumpHoursTotal","Type","PropertyCategory","RescueType","RescueCost"
"110594091",2009,"Kensal Green","Brent","1","1","Cat","Dwelling","Other animal assistance",260
"111619091",2009,"Muswell Hill","Haringey","1","1","Cat","Dwelling","Animal rescue from below ground",260
"113037091",2009,"Ilford Town","Redbridge","1","1","Bird","Non Residential","Animal rescue from height",260
"113265091",2009,"West Twickenham","Richmond Upon Thames","1","1","Dog","Non Residential","Animal rescue from below ground",260
"113497091",2009,"Crystal Palace","Bromley","1","1","Bird","Outdoor","Animal rescue from water",260
"113582091",2009,"Clapham Common","Lambeth","1","1","Bird","Outdoor","Animal rescue from water",260
"113630091",2009,"East Acton","Ealing","1","1","Bird","Outdoor","Animal rescue from height",260
"113669091",2009,"Spitalfields & Banglatown","Tower Hamlets","1","1","Cat","Dwelling","Animal rescue from height",260
"114153091",2009,"Hale","Barnet","1","1","Dog","Road Vehicle","Animal rescue from below ground",260
"114400091",2009,"West End","Westminster","1","2","Cat","Dwelling","Animal rescue from water",520
"115111091",2009,"Brooklands","Havering","1","1","Bird","Dwelling","Animal rescue from height",260
"115812091",2009,"Shirley North","Croydon","1","2","Bird","Outdoor","Animal rescue from height",520
"115841091",2009,"Barnsbury","Islington","1","1","Snake","Dwelling","Other animal assistance",260
"116595091",2009,"Eastcote And East Ruislip","Hillingdon","1","1","Fox","Dwelling","Other animal assistance",260
"116616091",2009,"Nunhead & Queen's Road","Southwark","1","1","Cat","Dwelling","Animal rescue from height",260
"116790091",2009,"Wandle Valley","Sutton","1","1","Cat","Dwelling","Animal rescue from height",260
"117217091",2009,"Knight's Hill","Lambeth","1","1","Cat","Dwelling","Animal rescue from below ground",260
"117355091",2009,"Peckham","Southwark","1","2","Cat","Road Vehicle","Animal rescue from below ground",520
"117460091",2009,"Brentford","Hounslow","1","1","Dog","Outdoor","Other animal assistance",260
"117546091",2009,"St. Mary's","Islington","1","1","Dog","Dwelling","Animal rescue from height",260
"117580091",2009,"Burnt Oak","Barnet","1","1","Lizard","Dwelling","Other animal assistance",260
"117790091",2009,"Turnham Green","Hounslow","1","2","Snake","Other Residential","Other animal assistance",520
"118265091",2009,"Wimbledon Park","Merton","1","1","Dog","Outdoor","Animal rescue from water",260
"118289091",2009,"Eastbrook","Barking And Dagenham","1","1","Dog","Outdoor Structure","Animal rescue from water",260
"119148091",2009,"South Norwood","Croydon","NULL","NULL","Cat","Dwelling","Animal rescue from below ground",NA
"119220091",2009,"Biggin Hill","Bromley","1","2","Deer","Road Vehicle","Other animal assistance",520
"119274091",2009,"King's Park","Hackney","1","1","Cat","Dwelling","Animal rescue from height",260
"119988091",2009,"Whalebone","Barking And Dagenham","1","1","Cat","Dwelling","Other animal assistance",260
"120163091",2009,"Bedfont","Hounslow","1","1","Cat","Outdoor","Animal rescue from height",260
"120711091",2009,"De Beauvoir","Hackney","1","1","Dog","Dwelling","Animal rescue from height",260
"121132091",2009,"Crouch End","Haringey","1","1","Bird","Dwelling","Animal rescue from height",260
"121370091",2009,"Chessington South","Kingston Upon Thames","1","1","Cat","Dwelling","Other animal assistance",260
"121400091",2009,"Forest Hill","Lewisham","1","1","Cat","Outdoor","Animal rescue from height",260
"121763091",2009,"Mile End","Tower Hamlets","1","1","Cat","Dwelling","Other animal assistance",260
"122010091",2009,"Canning Town North","Newham","1","1","Dog","Non Residential","Other animal assistance",260
"122114091",2009,"Herne Hill","Lambeth","1","2","Cat","Road Vehicle","Other animal assistance",520
"122734091",2009,"Gospel Oak","Camden","1","1","Cat","Outdoor","Animal rescue from height",260
"122755091",2009,"Broad Green","Croydon","1","1","Bird","Outdoor","Animal rescue from height",260
"122958091",2009,"Finchley Church End","Barnet","1","2","Cat","Dwelling","Animal rescue from below ground",520
"123495091",2009,"Barnes","Richmond Upon Thames","1","1","Horse","Road Vehicle","Other animal assistance",260
"123496091",2009,"Middle Park And Sutcliffe","Greenwich","1","1","Cat","Dwelling","Animal rescue from height",260
"123501091",2009,"Shaftesbury","Wandsworth","1","1","Bird","Dwelling","Animal rescue from height",260
"124094091",2009,"East Putney","Wandsworth","1","1","Cat","Dwelling","Animal rescue from height",260
"124719091",2009,"Wandsworth Common","Wandsworth","1","1","Cat","Dwelling","Other animal assistance",260
"124774091",2009,"Barnsbury","Islington","1","1","Dog","Dwelling","Other animal assistance",260
"124937091",2009,"Copers Cope","Bromley","1","1","Dog","Dwelling","Other animal assistance",260
"125073091",2009,"Blackheath","Lewisham","1","2","Dog","Outdoor","Animal rescue from water",520
"126901091",2009,"Selsdon Vale & Forestdale","Croydon","1","1","Cat","Dwelling","Animal rescue from height",260
"126989091",2009,"Hatch Lane","Waltham Forest","1","1","Unknown","Dwelling","Other animal assistance",260
"127086091",2009,"Peckham","Southwark","1","2","Cat","Dwelling","Other animal assistance",520
"127265091",2009,"Balham","Wandsworth","1","1","Unknown","Dwelling","Other animal assistance",260
"127275091",2009,"Town","Enfield","1","1","Cat","Dwelling","Animal rescue from below ground",260
"128121091",2009,"Woodhouse","Barnet","1","1","Cat","Dwelling","Animal rescue from below ground",260
"128281091",2009,"Parsons Green And Walham","Hammersmith And Fulham","1","1","Dog","Outdoor","Animal rescue from below ground",260
"128667091",2009,"Highbury East","Islington","1","1","Dog","Dwelling","Animal rescue from height",260
"129393091",2009,"Northfield","Ealing","1","1","Cat","Outdoor","Animal rescue from height",260
"129850091",2009,"Graveney","Wandsworth","1","1","Fox","Outdoor","Other animal assistance",260
"130051091",2009,"Bunhill","Islington","1","1","Cat","Outdoor","Animal rescue from height",260
"130149091",2009,"Island Gardens","Tower Hamlets","1","1","Bird","Dwelling","Animal rescue from height",260
"130265091",2009,"St. Ann's","Haringey","1","1","Bird","Dwelling","Animal rescue from height",260
"130592091",2009,"Nightingale","Wandsworth","1","1","Cat","Dwelling","Animal rescue from height",260
"130701091",2009,"Barkingside","Redbridge","1","1","Dog","Dwelling","Other animal assistance",260
"131215091",2009,"West Putney","Wandsworth","1","1","Dog","Dwelling","Other animal assistance",260
"131792091",2009,"Borough & Bankside","Southwark","1","1","Cat","Outdoor","Animal rescue from height",260
"131967091",2009,"Bromley Common And Keston","Bromley","1","1","Dog","Dwelling","Other animal assistance",260
"132513091",2009,"Ladywell","Lewisham","NULL","NULL","Cat","Dwelling","Animal rescue from height",NA
"132530091",2009,"Hale","Barnet","1","1","Unknown","Outdoor","Other animal assistance",260
"132594091",2009,"Clapham Common","Lambeth","1","1","Bird","Outdoor","Animal rescue from water",260
"132939091",2009,"Chadwell","Redbridge","1","1","Cat","Road Vehicle","Other animal assistance",260
"133347091",2009,"Sands End","Hammersmith And Fulham","1","1","Dog","Outdoor","Animal rescue from water",260
"134133091",2009,"Sutton South","Sutton","1","1","Cat","Dwelling","Other animal assistance",260
"135294091",2009,"St. Giles","Southwark","1","1","Unknown","Dwelling","Other animal assistance",260
"135342091",2009,"St. Giles","Southwark","1","1","Unknown","Dwelling","Other animal assistance",260
"135439091",2009,"Fulham Broadway","Hammersmith And Fulham","1","1","Cat","Dwelling","Animal rescue from below ground",260
"135716091",2009,"Mile End","Tower Hamlets","1","1","Cat","Dwelling","Other animal assistance",260
"136236091",2009,"Caledonian","Islington","1","1","Bird","Outdoor Structure","Animal rescue from height",260
"136460091",2009,"Hampstead Town","Camden","1","1","Dog","Dwelling","Other animal assistance",260
"136604091",2009,"Highbury East","Islington","1","1","Unknown","Dwelling","Animal rescue from below ground",260
"136894091",2009,"Ravenscourt Park","Hammersmith And Fulham","1","1","Cat","Dwelling","Animal rescue from below ground",260
"136955091",2009,"Heston East","Hounslow","1","1","Unknown","Dwelling","Animal rescue from below ground",260
"137177091",2009,"Forest Gate South","Newham","1","1","Cat","Dwelling","Animal rescue from below ground",260
"137344091",2009,"Chelsfield And Pratts Bottom","Bromley","1","1","Dog","Dwelling","Other animal assistance",260
"137500091",2009,"River","Barking And Dagenham","1","1","Cat","Dwelling","Other animal assistance",260
"137525091",2009,"Edmonton Green","Enfield","1","5","Horse","Outdoor","Other animal assistance",1300
"137549091",2009,"Figge's Marsh","Merton","1","1","Fox","Non Residential","Animal rescue from height",260
"138096091",2009,"Caledonian","Islington","1","1","Cat","Dwelling","Animal rescue from water",260
"138743091",2009,"Boleyn","Newham","1","1","Cat","Dwelling","Animal rescue from height",260
"138786091",2009,"Enfield Lock","Enfield","1","2","Bird","Dwelling","Animal rescue from height",520
"139219091",2009,"Golborne","Kensington And Chelsea","1","1","Cat","Dwelling","Animal rescue from height",260
"141662091",2009,"Totteridge","Barnet","1","1","Bird","Dwelling","Animal rescue from height",260
"141814091",2009,"Crystal Palace","Bromley","1","1","Cat","Dwelling","Animal rescue from height",260
"141954091",2009,"St. Michael's","Bexley","1","2","Dog","Road Vehicle","Other animal assistance",520
"142184091",2009,"Golborne","Kensington And Chelsea","1","1","Cat","Dwelling","Animal rescue from height",260
"142266091",2009,"Hyde Park","Westminster","1","1","Cat","Dwelling","Animal rescue from below ground",260
"142528091",2009,"Clapham Common","Lambeth","1","1","Cat","Dwelling","Animal rescue from height",260
"142558091",2009,"Brunswick Park","Barnet","1","1","Cat","Dwelling","Animal rescue from water",260
"142845091",2009,"Fairfield","Croydon","1","1","Bird","Outdoor Structure","Animal rescue from height",260
"143598091",2009,"Abbey","Merton","1","1","Cat","Outdoor","Animal rescue from height",260
"144140091",2009,"Heston West","Hounslow","1","2","Hedgehog","Other Residential","Animal rescue from below ground",520
"144194091",2009,"Charlton","Greenwich","1","1","Bird","Dwelling","Animal rescue from height",260
"144229091",2009,"Coldharbour","Lambeth","1","1","Cat","Dwelling","Animal rescue from height",260
"144791091",2009,"Tottenham Hale","Haringey","1","3","Horse","Outdoor","Animal rescue from water",780
"146772091",2009,"Harrow Weald","Harrow","1","1","Dog","Dwelling","Other animal assistance",260
"146886091",2009,"Evelyn","Lewisham","1","2","Dog","Outdoor","Other animal assistance",520
"147019091",2009,"West End","Westminster","1","1","Bird","Outdoor","Animal rescue from below ground",260
"147111091",2009,"West End","Westminster","1","1","Unknown","Outdoor Structure","Other animal assistance",260
"147549091",2009,"Southfields","Wandsworth","1","1","Cat","Dwelling","Animal rescue from below ground",260
"147848091",2009,"Brondesbury Park","Brent","1","1","Cat","Dwelling","Other animal assistance",260
"147930091",2009,"Peckham","Southwark","1","1","Cat","Dwelling","Animal rescue from height",260
"148936091",2009,"Muswell Hill","Haringey","1","1","Dog","Outdoor Structure","Animal rescue from below ground",260
"149261091",2009,"Syon","Hounslow","1","1","Bird","Outdoor","Animal rescue from water",260
"149275091",2009,"Chadwell Heath","Barking And Dagenham","1","1","Cat","Non Residential","Animal rescue from height",260
"150546091",2009,"St. Peter's","Tower Hamlets","1","1","Cat","Dwelling","Animal rescue from height",260
"150926091",2009,"Noel Park","Haringey","1","1","Cat","Dwelling","Other animal assistance",260
"151097091",2009,"Southgate Green","Enfield","2","3","Deer","Outdoor","Animal rescue from water",780
"151098091",2009,"Queen's Park","Westminster","1","1","Dog","Outdoor","Other animal assistance",260
"151712091",2009,"Hillingdon East","Hillingdon","1","1","Cat","Dwelling","Other animal assistance",260
"151862091",2009,"Danson Park","Bexley","1","1","Dog","Outdoor","Other animal assistance",260
"151966091",2009,"Kenley","Croydon","1","1","Cat","Outdoor","Animal rescue from height",260
"151984091",2009,"Thamesmead East","Bexley","1","1","Horse","Outdoor","Other animal assistance",260
"152122091",2009,"Regent's Park","Camden","1","1","Cat","Dwelling","Other animal assistance",260
"153215091",2009,"Perry Vale","Lewisham","1","1","Cat","Road Vehicle","Other animal assistance",260
"153614091",2009,"Clissold","Hackney","1","1","Dog","Dwelling","Other animal assistance",260
"153698091",2009,"Turkey Street","Enfield","1","1","Deer","Outdoor","Other animal assistance",260
"153742091",2009,"Parsloes","Barking And Dagenham","1","1","Cat","Dwelling","Animal rescue from height",260
"154250091",2009,"Selhurst","Croydon","1","1","Cat","Dwelling","Other animal assistance",260
"155237091",2009,"Alperton","Brent","1","1","Bird","Dwelling","Animal rescue from height",260
"155475091",2009,"London Fields","Hackney","1","1","Dog","Outdoor","Animal rescue from water",260
"156878091",2009,"Shepherd's Bush Green","Hammersmith And Fulham","1","1","Cat","Dwelling","Animal rescue from below ground",260
"157140091",2009,"Feltham West","Hounslow","1","1","Dog","Outdoor Structure","Other animal assistance",260
"157711091",2009,"Holborn And Covent Garden","Camden","1","1","Cat","Dwelling","Animal rescue from below ground",260
"157740091",2009,"Wandle Valley","Sutton","1","1","Cat","Dwelling","Other animal assistance",260
"157744091",2009,"Crayford","Bexley","1","1","Dog","Dwelling","Animal rescue from below ground",260
"157746091",2009,"Springfield","Hackney","1","1","Dog","Dwelling","Animal rescue from height",260
"157949091",2009,"Mayesbrook","Barking And Dagenham","1","1","Cat","Non Residential","Animal rescue from height",260
"158794091",2009,"North End","Bexley","2","5","Horse","Outdoor","Animal rescue from water",1300
"158888091",2009,"New Cross","Lewisham","1","1","Bird","Non Residential","Animal rescue from height",260
"159023091",2009,"Hainault","Redbridge","1","3","Horse","Outdoor","Other animal assistance",780
"159599091",2009,"Queens Park","Brent","1","2","Cat","Road Vehicle","Other animal assistance",520
"159971091",2009,"St. James","Kingston Upon Thames","1","1","Bird","Non Residential","Animal rescue from height",260
"161542091",2009,"Valentines","Redbridge","1","1","Cat","Outdoor Structure","Other animal assistance",260
"161584091",2009,"Tollington","Islington","1","4","Cat","Dwelling","Animal rescue from below ground",1040
"161897091",2009,"Goodmayes","Redbridge","1","1","Cat","Dwelling","Other animal assistance",260
"161935091",2009,"Goodmayes","Redbridge","1","1","Cat","Dwelling","Animal rescue from height",260
"162044091",2009,"Hampton Wick","Richmond Upon Thames","1","1","Dog","Dwelling","Animal rescue from water",260
"162829091",2009,"Brompton & Hans Town","Kensington And Chelsea","1","1","Cat","Dwelling","Other animal assistance",260
"163350091",2009,"Custom House","Newham","1","2","Unknown","Outdoor","Animal rescue from below ground",520
